"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.606373480E0,1.842651367E1,-4.614257812E0,-4.230957031E1,4.637809312E1
6.626515082E0,1.722717285E1,-3.414916992E0,-4.305877686E1,4.650263871E1
6.646656683E0,1.812591553E1,-2.214050293E0,-4.335937500E1,4.704770167E1
6.666767767E0,1.842651367E1,-3.263854980E0,-4.095916748E1,4.503157288E1
6.689137152E0,1.992645264E1,-3.713989258E0,-4.185943604E1,4.650881224E1
6.707081488E0,1.947631836E1,-3.263854980E0,-4.261016846E1,4.696388168E1
6.727223089E0,1.872711182E1,-2.514648438E0,-4.275970459E1,4.674848137E1
6.747364691E0,1.917724609E1,-3.713989258E0,-4.335937500E1,4.755623917E1
6.767475775E0,1.992645264E1,-4.313659668E0,-4.365997314E1,4.818572848E1
6.787617377E0,1.962738037E1,-3.865051270E0,-4.411010742E1,4.843422610E1
6.807758978E0,1.797637939E1,-3.865051270E0,-4.350891113E1,4.723467143E1
6.827900580E0,2.037658691E1,-3.865051270E0,-4.485931396E1,4.942167505E1
6.848042181E0,2.082672119E1,-4.313659668E0,-4.365997314E1,4.856493828E1
6.868275336E0,2.142639160E1,-3.414916992E0,-4.350891113E1,4.861869253E1
6.887989691E0,1.962738037E1,-4.164123535E0,-4.275970459E1,4.723310620E1
6.908466986E0,1.962738037E1,-2.813720703E0,-4.216003418E1,4.658990842E1
6.928608588E0,1.962738037E1,-4.464721680E0,-4.216003418E1,4.671869307E1
6.948750189E0,2.082672119E1,-4.313659668E0,-4.425964355E1,4.910474542E1
6.968891791E0,2.052612305E1,-3.263854980E0,-4.395904541E1,4.862481003E1
6.989033392E0,1.962738037E1,-4.164123535E0,-4.245910645E1,4.696115102E1
7.009174994E0,2.022705078E1,-2.664184570E0,-4.500885010E1,4.941688021E1
7.029316595E0,1.827697754E1,-3.414916992E0,-4.440917969E1,4.814441615E1
7.049458197E0,1.902618408E1,-3.114318848E0,-4.380950928E1,4.786405505E1
7.069599798E0,2.127685547E1,-3.713989258E0,-4.395904541E1,4.897852558E1
7.089375189E0,2.007598877E1,-2.813720703E0,-4.411010742E1,4.854548307E1
7.109883002E0,1.887664795E1,-3.713989258E0,-4.500885010E1,4.894811683E1
7.130024603E0,2.007598877E1,-4.164123535E0,-4.350891113E1,4.809792717E1
7.150166205E0,2.022705078E1,-5.064392090E0,-4.335937500E1,4.811254567E1
7.170368841E0,2.007598877E1,-4.164123535E0,-4.305877686E1,4.769112616E1
7.190357855E0,1.992645264E1,-4.313659668E0,-4.365997314E1,4.818572848E1
7.210560492E0,1.917724609E1,-2.664184570E0,-4.425964355E1,4.830921956E1
7.230702093E0,2.022705078E1,-2.664184570E0,-4.261016846E1,4.724254352E1
7.250843695E0,1.992645264E1,-2.214050293E0,-4.335937500E1,4.777029342E1
7.270954779E0,1.902618408E1,-3.865051270E0,-4.411010742E1,4.819373278E1
7.291096381E0,1.887664795E1,-2.664184570E0,-4.261016846E1,4.668031891E1
7.311268500E0,1.872711182E1,-2.064514160E0,-4.170989990E1,4.576770352E1
7.331410101E0,1.902618408E1,-3.414916992E0,-4.170989990E1,4.597143775E1
7.351551703E0,1.902618408E1,-3.414916992E0,-4.380950928E1,4.788455327E1
7.371693304E0,1.932678223E1,-3.114318848E0,-4.275970459E1,4.702781974E1
7.391834906E0,1.707611084E1,-5.645751953E-1,-4.155883789E1,4.493383261E1
7.411976507E0,1.827697754E1,-2.813720703E0,-4.275970459E1,4.658709337E1
7.432118109E0,1.962738037E1,-1.763916016E0,-4.411010742E1,4.831197612E1
7.452259711E0,1.917724609E1,-3.263854980E0,-4.365997314E1,4.779762308E1
7.472401312E0,1.722717285E1,-1.763916016E0,-4.170989990E1,4.516196003E1
7.492542914E0,1.722717285E1,-1.763916016E0,-4.305877686E1,4.641061461E1
7.512684515E0,1.782684326E1,-8.636474609E-1,-4.290924072E1,4.647305851E1
7.532856634E0,1.887664795E1,-2.964782715E0,-4.335937500E1,4.738304733E1
7.552845648E0,1.902618408E1,-3.414916992E0,-4.305877686E1,4.719868222E1
7.573109320E0,1.617736816E1,-3.713989258E0,-4.155883789E1,4.475084316E1
7.593250922E0,1.872711182E1,-4.164123535E0,-4.411010742E1,4.810141597E1
7.613392523E0,1.722717285E1,-3.114318848E0,-4.245910645E1,4.592657386E1
7.633534125E0,1.872711182E1,-2.813720703E0,-4.245910645E1,4.649083201E1
7.653675726E0,1.827697754E1,-3.865051270E0,-4.275970459E1,4.666239241E1
7.673817328E0,1.902618408E1,-2.514648438E0,-4.305877686E1,4.714209798E1
7.693958929E0,1.872711182E1,-4.164123535E0,-4.305877686E1,4.713918652E1
7.714100531E0,1.872711182E1,-3.414916992E0,-4.170989990E1,4.584846917E1
7.734272650E0,1.812591553E1,-2.664184570E0,-4.261016846E1,4.638181917E1
7.754383734E0,1.842651367E1,-2.964782715E0,-4.470977783E1,4.844884494E1
7.774525336E0,1.812591553E1,-2.664184570E0,-4.230957031E1,4.610581778E1
7.794636420E0,1.797637939E1,-2.064514160E0,-4.216003418E1,4.587898121E1
7.814808539E0,1.752624512E1,-4.014587402E0,-4.230957031E1,4.597157731E1
7.834919623E0,1.872711182E1,-2.514648438E0,-4.305877686E1,4.702219091E1
7.855061224E0,1.872711182E1,-1.763916016E0,-4.275970459E1,4.671411407E1
7.875233343E0,1.752624512E1,-2.214050293E0,-4.335937500E1,4.681993899E1
7.895374945E0,1.842651367E1,-3.263854980E0,-4.230957031E1,4.626325643E1
7.915516547E0,1.932678223E1,-2.064514160E0,-4.305877686E1,4.724240674E1
7.935688666E0,1.947631836E1,-3.263854980E0,-4.230957031E1,4.669132110E1
7.955799750E0,1.782684326E1,-3.263854980E0,-4.290924072E1,4.657952371E1
7.975941351E0,1.902618408E1,-1.763916016E0,-4.350891113E1,4.751981090E1
7.996082953E0,2.022705078E1,-2.964782715E0,-4.185943604E1,4.658471751E1
8.016224554E0,1.887664795E1,-4.313659668E0,-4.425964355E1,4.830995286E1
8.036366156E0,1.947631836E1,-2.964782715E0,-4.365997314E1,4.789895790E1
8.056515098E0,1.932678223E1,-5.514526367E0,-4.245910645E1,4.697563445E1
8.076656700E0,1.797637939E1,-3.414916992E0,-4.515991211E1,4.872606629E1
8.096767784E0,1.887664795E1,-3.713989258E0,-4.230957031E1,4.647818084E1
8.116939903E0,1.932678223E1,-4.164123535E0,-4.440917969E1,4.861110651E1
8.137081505E0,2.037658691E1,-4.464721680E0,-4.380950928E1,4.852228495E1
8.157223106E0,1.902618408E1,-3.414916992E0,-4.440917969E1,4.843379584E1
8.177364708E0,1.932678223E1,-4.763793945E0,-4.305877686E1,4.743707947E1
8.197536827E0,1.992645264E1,-2.964782715E0,-4.425964355E1,4.862889572E1
8.217647911E0,2.112731934E1,-2.813720703E0,-4.380950928E1,4.871913125E1
8.237789513E0,1.932678223E1,-4.763793945E0,-4.380950928E1,4.811955265E1
8.257931114E0,1.992645264E1,-5.364990234E0,-4.365997314E1,4.829119889E1
8.278072716E0,1.932678223E1,-3.414916992E0,-4.380950928E1,4.800478385E1
8.298214317E0,2.112731934E1,-3.414916992E0,-4.440917969E1,4.929706402E1
8.318355919E0,1.917724609E1,-5.064392090E0,-4.425964355E1,4.850083383E1
8.338497520E0,1.962738037E1,-2.813720703E0,-4.380950928E1,4.808767189E1
8.358669639E0,1.827697754E1,-3.114318848E0,-4.440917969E1,4.812402862E1
8.378841759E0,1.947631836E1,-4.014587402E0,-4.395904541E1,4.824771043E1
8.398983360E0,1.842651367E1,-3.713989258E0,-4.395904541E1,4.780928566E1
8.419094444E0,1.962738037E1,-2.813720703E0,-4.305877686E1,4.740473973E1
8.439113975E0,1.887664795E1,-5.064392090E0,-4.365997314E1,4.783481117E1
8.459408165E0,1.827697754E1,-2.064514160E0,-4.380950928E1,4.751403193E1
8.479519249E0,2.112731934E1,-2.813720703E0,-4.350891113E1,4.844900406E1
8.499630333E0,1.962738037E1,-4.164123535E0,-4.350891113E1,4.791241314E1
8.519802452E0,1.812591553E1,-4.014587402E0,-4.261016846E1,4.647894342E1
8.539944054E0,2.067718506E1,-2.813720703E0,-4.245910645E1,4.731002776E1
8.560085655E0,1.992645264E1,-4.313659668E0,-4.470977783E1,4.913893984E1
8.580227257E0,2.037658691E1,-3.414916992E0,-4.380950928E1,4.843696992E1
8.600368858E0,2.127685547E1,-4.014587402E0,-4.395904541E1,4.900223632E1
8.620510460E0,1.902618408E1,-4.763793945E0,-4.380950928E1,4.799960955E1
8.640652061E0,1.842651367E1,-4.313659668E0,-4.395904541E1,4.785960446E1
8.660824180E0,1.872711182E1,-4.464721680E0,-4.485931396E1,4.881594520E1
8.680935264E0,2.022705078E1,-1.914978027E0,-4.425964355E1,4.870027486E1
8.701046348E0,1.932678223E1,-2.813720703E0,-4.350891113E1,4.769137116E1
8.721248985E0,1.962738037E1,-3.414916992E0,-4.350891113E1,4.785311971E1
8.741360069E0,2.037658691E1,-2.813720703E0,-4.411010742E1,4.867056498E1
8.761501671E0,1.917724609E1,-4.614257812E0,-4.261016846E1,4.695406903E1
8.781643272E0,2.082672119E1,-3.263854980E0,-4.335937500E1,4.821245135E1
8.801784874E0,1.887664795E1,-3.713989258E0,-4.290924072E1,4.702472215E1
8.821926475E0,1.962738037E1,-4.164123535E0,-4.411010742E1,4.845900909E1
8.842098595E0,1.917724609E1,-4.614257812E0,-4.365997314E1,4.790878205E1
8.862179161E0,1.872711182E1,-3.865051270E0,-4.440917969E1,4.835099357E1
8.882320763E0,1.917724609E1,-3.713989258E0,-4.365997314E1,4.783046873E1
8.902462364E0,1.872711182E1,-5.213928223E0,-4.275970459E1,4.697107728E1
8.922603966E0,1.902618408E1,-3.414916992E0,-4.305877686E1,4.719868222E1
8.942745567E0,2.007598877E1,-4.164123535E0,-4.275970459E1,4.742127778E1
8.962887169E0,1.872711182E1,-3.414916992E0,-4.216003418E1,4.625834905E1
8.983028770E0,1.722717285E1,-1.763916016E0,-4.350891113E1,4.682854079E1
9.003170372E0,1.842651367E1,-2.964782715E0,-4.365997314E1,4.748178174E1
9.023220421E0,1.752624512E1,-2.964782715E0,-4.290924072E1,4.644525965E1
9.043453575E0,1.752624512E1,-2.964782715E0,-4.290924072E1,4.644525965E1
9.063595177E0,1.902618408E1,-2.514648438E0,-4.411010742E1,4.810426919E1
9.083736778E0,1.902618408E1,-3.114318848E0,-4.275970459E1,4.690508500E1
9.103878380E0,1.917724609E1,-4.313659668E0,-4.290924072E1,4.719721779E1
9.124019981E0,1.797637939E1,-4.763793945E0,-4.216003418E1,4.607941439E1
9.144131065E0,1.827697754E1,-3.865051270E0,-4.275970459E1,4.666239241E1
9.164303184E0,1.797637939E1,-3.414916992E0,-4.245910645E1,4.623405232E1
9.184505821E0,1.932678223E1,-4.164123535E0,-4.275970459E1,4.710898824E1
9.204616905E0,1.842651367E1,-2.664184570E0,-4.335937500E1,4.718760098E1
9.224758507E0,1.812591553E1,-4.014587402E0,-4.185943604E1,4.579168168E1
9.244900108E0,1.812591553E1,-4.014587402E0,-4.230957031E1,4.620352222E1
9.264919639E0,1.902618408E1,-1.763916016E0,-4.350891113E1,4.751981090E1
9.285183311E0,2.007598877E1,-2.813720703E0,-4.305877686E1,4.759223270E1
9.304958702E0,2.082672119E1,-2.664184570E0,-4.470977783E1,4.939447772E1
9.325558067E0,1.917724609E1,-3.713989258E0,-4.290924072E1,4.714619203E1
9.345608116E0,1.782684326E1,-4.014587402E0,-4.290924072E1,4.663814096E1
9.365749718E0,1.947631836E1,-3.263854980E0,-4.395904541E1,4.819105103E1
9.385891319E0,1.872711182E1,-2.813720703E0,-4.275970459E1,4.676552232E1
9.406032921E0,1.932678223E1,-4.164123535E0,-4.350891113E1,4.779005947E1
9.426174522E0,1.842651367E1,-2.664184570E0,-4.395904541E1,4.773920777E1
9.446316124E0,1.947631836E1,-1.914978027E0,-4.290924072E1,4.716139371E1
9.466457725E0,1.902618408E1,-2.813720703E0,-4.440917969E1,4.839512316E1
9.486599327E0,1.872711182E1,-3.114318848E0,-4.305877686E1,4.705807012E1
9.506374718E0,1.662597656E1,-3.414916992E0,-4.411010742E1,4.726294882E1
9.526729942E0,1.812591553E1,-4.313659668E0,-4.261016846E1,4.650573007E1
9.547024132E0,1.902618408E1,-1.164245605E0,-4.245910645E1,4.654166809E1
9.567165733E0,1.707611084E1,-2.214050293E0,-4.185943604E1,4.526265531E1
