"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
6.544213082E0,2.547607422E1,-1.676483154E1,-4.650878906E1,5.561616127E1
6.564354684E0,2.472686768E1,-1.451416016E1,-4.500885010E1,5.336548901E1
6.584496285E0,2.397613525E1,-1.556396484E1,-4.425964355E1,5.268783646E1
6.604668405E0,2.202606201E1,-1.496429443E1,-4.305877686E1,5.062742123E1
6.624779489E0,2.367706299E1,-1.451416016E1,-4.290924072E1,5.111229887E1
6.644921090E0,2.427673340E1,-1.451416016E1,-4.425964355E1,5.252558117E1
6.665062692E0,2.487640381E1,-1.541442871E1,-4.485931396E1,5.356116250E1
6.685204293E0,2.652740479E1,-1.496429443E1,-4.350891113E1,5.310987347E1
6.705345895E0,2.292633057E1,-1.526489258E1,-4.395904541E1,5.187515062E1
6.725518014E0,2.382659912E1,-1.736450195E1,-4.545898438E1,5.418258036E1
6.745629098E0,2.397613525E1,-1.661376953E1,-4.261016846E1,5.163815310E1
6.765679147E0,2.232666016E1,-1.346435547E1,-4.365997314E1,5.085235370E1
6.785881783E0,2.427673340E1,-1.526489258E1,-4.395904541E1,5.248594482E1
6.806023385E0,2.427673340E1,-1.451416016E1,-4.425964355E1,5.252558117E1
6.826164987E0,2.382659912E1,-1.496429443E1,-4.350891113E1,5.181372677E1
6.846306588E0,2.442626953E1,-1.496429443E1,-4.515991211E1,5.347887819E1
6.866448190E0,2.367706299E1,-1.526489258E1,-4.335937500E1,5.170740428E1
6.886589791E0,2.352600098E1,-1.646423340E1,-4.245910645E1,5.125738409E1
6.906761910E0,2.412719727E1,-1.466369629E1,-4.350891113E1,5.186685825E1
6.926872994E0,2.352600098E1,-1.406402588E1,-4.380950928E1,5.167729336E1
6.947014596E0,2.412719727E1,-1.361389160E1,-4.216003418E1,5.044728114E1
6.967156198E0,2.367706299E1,-1.421508789E1,-4.335937500E1,5.140727026E1
6.987297799E0,2.262725830E1,-1.526489258E1,-4.261016846E1,5.060272937E1
7.007439401E0,2.292633057E1,-1.481475830E1,-4.290924072E1,5.085564508E1
7.027550485E0,2.292633057E1,-1.586456299E1,-4.365997314E1,5.180245406E1
7.047692086E0,2.502593994E1,-1.451416016E1,-4.365997314E1,5.237510640E1
7.067864205E0,2.262725830E1,-1.421508789E1,-4.365997314E1,5.118842444E1
7.088036324E0,2.367706299E1,-1.421508789E1,-4.335937500E1,5.140727026E1
7.107811715E0,2.277679443E1,-1.406402588E1,-4.440917969E1,5.185320076E1
7.128289010E0,2.382659912E1,-1.496429443E1,-4.245910645E1,5.093537723E1
7.148430612E0,2.532653809E1,-1.556396484E1,-4.425964355E1,5.331591302E1
7.168572213E0,2.382659912E1,-1.571502686E1,-4.275970459E1,5.141071125E1
7.188713815E0,2.247619629E1,-1.406402588E1,-4.380950928E1,5.120790297E1
7.208519723E0,2.427673340E1,-1.526489258E1,-4.425964355E1,5.273796334E1
7.229027535E0,2.412719727E1,-1.466369629E1,-4.515991211E1,5.325939634E1
7.249138619E0,2.397613525E1,-1.451416016E1,-4.335937500E1,5.162897740E1
7.269280221E0,2.322692871E1,-1.421508789E1,-4.470977783E1,5.235000645E1
7.289452340E0,2.502593994E1,-1.451416016E1,-4.335937500E1,5.212479175E1
7.309593942E0,2.367706299E1,-1.586456299E1,-4.395904541E1,5.238974464E1
7.329735543E0,2.517700195E1,-1.601409912E1,-4.380950928E1,5.300571574E1
7.349877145E0,2.517700195E1,-1.541442871E1,-4.515991211E1,5.395279142E1
7.370018746E0,2.307739258E1,-1.406402588E1,-4.275970459E1,5.058413989E1
7.390160348E0,2.427673340E1,-1.391448975E1,-4.530944824E1,5.325334646E1
7.410301949E0,2.367706299E1,-1.556396484E1,-4.335937500E1,5.179648360E1
7.430443551E0,2.307739258E1,-1.466369629E1,-4.411010742E1,5.189693261E1
7.450585153E0,2.472686768E1,-1.616363525E1,-4.395904541E1,5.296299428E1
7.470726754E0,2.262725830E1,-1.556396484E1,-4.185943604E1,5.006438060E1
7.490868356E0,2.532653809E1,-1.451416016E1,-4.470977783E1,5.339530513E1
7.511009957E0,2.352600098E1,-1.406402588E1,-4.411010742E1,5.193237066E1
7.531151559E0,2.487640381E1,-1.496429443E1,-4.411010742E1,5.280593860E1
7.551293160E0,2.397613525E1,-1.556396484E1,-4.470977783E1,5.306652709E1
7.571434762E0,2.367706299E1,-1.556396484E1,-4.155883789E1,5.029887991E1
7.591576364E0,2.352600098E1,-1.496429443E1,-4.275970459E1,5.104698979E1
7.611717965E0,2.397613525E1,-1.586456299E1,-4.290924072E1,5.165019225E1
7.631859567E0,2.427673340E1,-1.691436768E1,-4.335937500E1,5.249277111E1
7.651970651E0,2.397613525E1,-1.616363525E1,-4.395904541E1,5.261668784E1
7.672081735E0,2.397613525E1,-1.556396484E1,-4.335937500E1,5.193387588E1
7.692253854E0,2.367706299E1,-1.481475830E1,-4.470977783E1,5.271664452E1
7.712395455E0,2.367706299E1,-1.616363525E1,-4.561004639E1,5.387153931E1
7.732537057E0,2.502593994E1,-1.451416016E1,-4.335937500E1,5.212479175E1
7.752648141E0,2.427673340E1,-1.481475830E1,-4.470977783E1,5.298868824E1
7.772820260E0,2.397613525E1,-1.586456299E1,-4.290924072E1,5.165019225E1
7.792961862E0,2.382659912E1,-1.541442871E1,-4.485931396E1,5.308172461E1
7.813072946E0,2.367706299E1,-1.481475830E1,-4.335937500E1,5.157631022E1
7.833245065E0,2.427673340E1,-1.526489258E1,-4.500885010E1,5.336828006E1
7.853356149E0,2.442626953E1,-1.406402588E1,-4.350891113E1,5.184076403E1
7.873558785E0,2.412719727E1,-1.571502686E1,-4.245910645E1,5.130165141E1
7.893700387E0,2.397613525E1,-1.556396484E1,-4.395904541E1,5.243557701E1
7.913811471E0,2.367706299E1,-1.346435547E1,-4.155883789E1,4.968932669E1
7.933983590E0,2.277679443E1,-1.436462402E1,-4.245910645E1,5.027823096E1
7.954125192E0,2.412719727E1,-1.436462402E1,-4.350891113E1,5.178309974E1
7.974266793E0,2.322692871E1,-1.421508789E1,-4.335937500E1,5.120150722E1
7.994408395E0,2.382659912E1,-1.541442871E1,-4.275970459E1,5.131962368E1
8.014580514E0,2.487640381E1,-1.601409912E1,-4.515991211E1,5.398800329E1
8.034691598E0,2.427673340E1,-1.616363525E1,-4.500885010E1,5.363226152E1
8.054833199E0,2.562713623E1,-1.691436768E1,-4.530944824E1,5.473382908E1
8.074974801E0,2.472686768E1,-1.451416016E1,-4.395904541E1,5.248310684E1
8.094963815E0,2.517700195E1,-1.541442871E1,-4.350891113E1,5.257862101E1
8.115288522E0,2.532653809E1,-1.586456299E1,-4.425964355E1,5.340443744E1
8.135399606E0,2.607727051E1,-1.526489258E1,-4.530944824E1,5.446087662E1
8.155541207E0,2.607727051E1,-1.556396484E1,-4.395904541E1,5.342900628E1
8.175682809E0,2.622680664E1,-1.496429443E1,-4.411010742E1,5.345537458E1
8.195824410E0,2.607727051E1,-1.586456299E1,-4.470977783E1,5.413568721E1
8.215966012E0,2.352600098E1,-1.361389160E1,-4.485931396E1,5.245158545E1
8.236138131E0,2.367706299E1,-1.526489258E1,-4.290924072E1,5.133052889E1
8.256249215E0,2.502593994E1,-1.661376953E1,-4.425964355E1,5.349047631E1
8.276390817E0,2.472686768E1,-1.451416016E1,-4.395904541E1,5.248310684E1
8.296532418E0,2.532653809E1,-1.661376953E1,-4.561004639E1,5.475150410E1
8.316674020E0,2.547607422E1,-1.601409912E1,-4.515991211E1,5.426692722E1
8.336815621E0,2.367706299E1,-1.526489258E1,-4.500885010E1,5.309818118E1
8.356957223E0,2.547607422E1,-1.601409912E1,-4.650878906E1,5.539448698E1
8.377098824E0,2.532653809E1,-1.481475830E1,-4.395904541E1,5.285175748E1
8.397240426E0,2.397613525E1,-1.661376953E1,-4.365997314E1,5.250776757E1
8.417382028E0,2.487640381E1,-1.541442871E1,-4.380950928E1,5.268503755E1
8.437523629E0,2.442626953E1,-1.541442871E1,-4.411010742E1,5.272522008E1
8.457665231E0,2.442626953E1,-1.676483154E1,-4.440917969E1,5.338424356E1
8.477806832E0,2.487640381E1,-1.496429443E1,-4.380950928E1,5.255510135E1
8.497948434E0,2.547607422E1,-1.571502686E1,-4.411010742E1,5.330754171E1
8.518090035E0,2.547607422E1,-1.496429443E1,-4.485931396E1,5.371516094E1
8.538231637E0,2.412719727E1,-1.571502686E1,-4.485931396E1,5.330517579E1
8.558251168E0,2.427673340E1,-1.451416016E1,-4.425964355E1,5.252558117E1
8.578514840E0,2.187652588E1,-1.586456299E1,-4.290924072E1,5.070966065E1
8.598686959E0,2.517700195E1,-1.436462402E1,-4.245910645E1,5.141011156E1
8.618798043E0,2.367706299E1,-1.481475830E1,-4.290924072E1,5.119846985E1
8.638939645E0,2.472686768E1,-1.556396484E1,-4.365997314E1,5.253425779E1
8.659081246E0,2.547607422E1,-1.571502686E1,-4.440917969E1,5.355527674E1
8.679222848E0,2.277679443E1,-1.676483154E1,-4.350891113E1,5.189284430E1
8.699364449E0,2.442626953E1,-1.466369629E1,-4.440917969E1,5.276212536E1
8.719506051E0,2.382659912E1,-1.466369629E1,-4.380950928E1,5.198080336E1
8.739647653E0,2.487640381E1,-1.571502686E1,-4.515991211E1,5.390004821E1
8.759789254E0,2.412719727E1,-1.706390381E1,-4.380950928E1,5.284478748E1
8.779930856E0,2.412719727E1,-1.541442871E1,-4.515991211E1,5.347096335E1
8.800102975E0,2.352600098E1,-1.571502686E1,-4.440917969E1,5.265557930E1
8.820214059E0,2.562713623E1,-1.556396484E1,-4.425964355E1,5.345935990E1
8.840233590E0,2.442626953E1,-1.466369629E1,-4.485931396E1,5.314155325E1
8.860497262E0,2.487640381E1,-1.541442871E1,-4.485931396E1,5.356116250E1
8.880577828E0,2.292633057E1,-1.586456299E1,-4.335937500E1,5.154935880E1
8.900780465E0,2.442626953E1,-1.541442871E1,-4.545898438E1,5.385876452E1
8.920922067E0,2.397613525E1,-1.556396484E1,-4.500885010E1,5.331874577E1
8.941063668E0,2.487640381E1,-1.496429443E1,-4.485931396E1,5.343335685E1
8.961205270E0,2.487640381E1,-1.601409912E1,-4.515991211E1,5.398800329E1
8.981346871E0,2.472686768E1,-1.481475830E1,-4.470977783E1,5.319642171E1
9.001488473E0,2.607727051E1,-1.526489258E1,-4.635925293E1,5.533734105E1
9.021630074E0,2.502593994E1,-1.586456299E1,-4.425964355E1,5.326253915E1
9.041863229E0,2.532653809E1,-1.481475830E1,-4.425964355E1,5.310203991E1
9.061913278E0,2.412719727E1,-1.466369629E1,-4.380950928E1,5.211927417E1
9.082054879E0,2.472686768E1,-1.421508789E1,-4.425964355E1,5.265361105E1
9.102196481E0,2.487640381E1,-1.406402588E1,-4.515991211E1,5.344202421E1
9.122338082E0,2.487640381E1,-1.571502686E1,-4.545898438E1,5.415087068E1
9.142479684E0,2.307739258E1,-1.601409912E1,-4.380950928E1,5.204123867E1
9.162621285E0,2.367706299E1,-1.616363525E1,-4.530944824E1,5.361727815E1
9.182762887E0,2.352600098E1,-1.496429443E1,-4.515991211E1,5.307372694E1
9.202843453E0,2.322692871E1,-1.586456299E1,-4.425964355E1,5.244130646E1
9.223046090E0,2.352600098E1,-1.496429443E1,-4.620971680E1,5.396981338E1
9.243187692E0,2.352600098E1,-1.436462402E1,-4.485931396E1,5.265143108E1
9.263329293E0,2.502593994E1,-1.721496582E1,-4.606018066E1,5.517420558E1
9.283501412E0,2.547607422E1,-1.601409912E1,-4.650878906E1,5.539448698E1
9.303612496E0,2.412719727E1,-1.541442871E1,-4.380950928E1,5.233545035E1
9.323754098E0,2.442626953E1,-1.646423340E1,-4.620971680E1,5.480010539E1
9.343895699E0,2.382659912E1,-1.571502686E1,-4.440917969E1,5.279056862E1
9.364037301E0,2.322692871E1,-1.556396484E1,-4.530944824E1,5.324165023E1
9.384178903E0,2.412719727E1,-1.541442871E1,-4.485931396E1,5.321733092E1
9.404320504E0,2.472686768E1,-1.451416016E1,-4.530944824E1,5.361925895E1
9.424462106E0,2.367706299E1,-1.586456299E1,-4.635925293E1,5.441937158E1
9.444603707E0,2.487640381E1,-1.466369629E1,-4.411010742E1,5.272154239E1
9.464745309E0,2.427673340E1,-1.586456299E1,-4.500885010E1,5.354288683E1
9.484886910E0,2.502593994E1,-1.616363525E1,-4.365997314E1,5.285597440E1
9.505028512E0,2.472686768E1,-1.586456299E1,-4.335937500E1,5.237497250E1
9.525231149E0,2.472686768E1,-1.346435547E1,-4.561004639E1,5.360021627E1
9.545311715E0,2.532653809E1,-1.721496582E1,-4.500885010E1,5.443882040E1
9.565453317E0,2.367706299E1,-1.586456299E1,-4.500885010E1,5.327367321E1
9.585594918E0,2.442626953E1,-1.436462402E1,-4.350891113E1,5.192312023E1
9.605736520E0,2.502593994E1,-1.556396484E1,-4.606018066E1,5.468157747E1
9.625878121E0,2.547607422E1,-1.541442871E1,-4.350891113E1,5.272248399E1
9.646019723E0,2.547607422E1,-1.406402588E1,-4.515991211E1,5.372378285E1
9.666161324E0,2.412719727E1,-1.496429443E1,-4.440917969E1,5.270888916E1
9.686180856E0,2.547607422E1,-1.331481934E1,-4.590911865E1,5.416605899E1
9.706444528E0,2.502593994E1,-1.421508789E1,-4.530944824E1,5.367785851E1
9.726586129E0,2.202606201E1,-1.466369629E1,-4.411010742E1,5.143804986E1
9.746727731E0,2.472686768E1,-1.526489258E1,-4.365997314E1,5.244643158E1
9.766869332E0,2.307739258E1,-1.646423340E1,-4.515991211E1,5.332030281E1
9.786919381E0,2.412719727E1,-1.541442871E1,-4.305877686E1,5.170865039E1
9.807305123E0,2.412719727E1,-1.466369629E1,-4.380950928E1,5.211927417E1
9.827294137E0,2.352600098E1,-1.496429443E1,-4.515991211E1,5.307372694E1
9.847435739E0,2.367706299E1,-1.556396484E1,-4.365997314E1,5.204837719E1
9.867577340E0,2.502593994E1,-1.556396484E1,-4.425964355E1,5.317377849E1
9.887718942E0,2.427673340E1,-1.616363525E1,-4.470977783E1,5.338152417E1
9.907860543E0,2.382659912E1,-1.406402588E1,-4.245910645E1,5.067819422E1
9.927910592E0,2.292633057E1,-1.481475830E1,-4.470977783E1,5.238375636E1
9.948143746E0,2.487640381E1,-1.496429443E1,-4.485931396E1,5.343335685E1
9.968285348E0,2.502593994E1,-1.526489258E1,-4.425964355E1,5.308701030E1
9.988426949E0,2.442626953E1,-1.436462402E1,-4.380950928E1,5.217526396E1
